"Number","Start date","Start station number","Start station","End date","End station number","End station","Bike number","Bike model","Total duration","Total duration (ms)"
"158447513","2026-05-31 22:27","001175","Mallory Street, Marylebone","2026-05-31 22:42","001066","Calshot Street , King's Cross","63039","PBSC_EBIKE","15m 19s","919119"
"158447514","2026-05-31 22:27","001038","Harrington Square 1, Camden Town","2026-05-31 22:48","002692","Waterloo Station 2, Waterloo","51333","CLASSIC","21m 1s","1261943"
"158447515","2026-05-31 22:27","300249","Westminster Pier, Westminster","2026-05-31 22:44","022169","Wren Street, Holborn","52903","CLASSIC","17m 17s","1037589"
"158447516","2026-05-31 22:27","300249","Westminster Pier, Westminster","2026-05-31 22:44","022169","Wren Street, Holborn","40978","CLASSIC","17m 4s","1024390"
"158447517","2026-05-31 22:27","003476","Hinde Street, Marylebone","2026-05-31 22:43","003480","Smith Square, Westminster","22265","CLASSIC","16m 27s","987566"
"158447518","2026-05-31 22:27","200135","Selby Street, Whitechapel","2026-05-31 22:45","000964","Bath Street, St. Luke's","52338","CLASSIC","17m 56s","1076305"
"158447519","2026-05-31 22:27","200183","Battersea Park Road, Nine Elms","2026-05-31 22:50","200052","Exhibition Road Museums 2, South Kensington","54017","CLASSIC","22m 39s","1359295"
"158447521","2026-05-31 22:27","001217","Serpentine Car Park, Hyde Park","2026-05-31 22:40","300045","Albert Bridge Road, Battersea Park","55294","CLASSIC","12m 27s","747571"
"158447522","2026-05-31 22:27","001102","Leman Street, Aldgate","2026-05-31 22:38","300092","Hertford Road, De Beauvoir Town","62349","PBSC_EBIKE","10m 49s","649276"
"158447504","2026-05-31 22:26","001217","Serpentine Car Park, Hyde Park","2026-05-31 22:35","001114","Pont Street, Knightsbridge","63010","PBSC_EBIKE","9m 43s","583802"
"158447505","2026-05-31 22:26","001187","St. John's Wood Road, St. John's Wood","2026-05-31 22:32","001050","Park Road (Baker Street), The Regent's Park","41056","CLASSIC","5m 47s","347282"
"158447506","2026-05-31 22:26","001038","Harrington Square 1, Camden Town","2026-05-31 22:47","002692","Waterloo Station 2, Waterloo","55336","CLASSIC","21m 14s","1274909"
"158447507","2026-05-31 22:26","001210","Nevern Place, Earl's Court","2026-05-31 22:57","001173","Gloucester Terrace, Bayswater","51912","CLASSIC","30m 33s","1833251"
"158447508","2026-05-31 22:26","200072","Houndsditch, Aldgate","2026-05-31 22:29","001045","Jewry Street, Aldgate","55769","CLASSIC","2m 43s","163476"
"158447509","2026-05-31 22:26","200161","Clinton Road, Mile End","2026-05-31 22:49","200127","East India DLR, Blackwall","55864","CLASSIC","22m 21s","1341290"
"158447510","2026-05-31 22:26","300069","Harcourt Terrace, West Brompton","2026-05-31 22:33","300008","Normand Park, West Kensington","54749","CLASSIC","6m 36s","396023"
"158447511","2026-05-31 22:27","300052","Parsons Green Station, Parsons Green","2026-05-31 22:34","200029","Finlay Street, Fulham","51353","CLASSIC","7m 41s","461172"
"158447512","2026-05-31 22:27","000959","Milroy Walk, South Bank","2026-05-31 22:32","001082","Borough Road, Elephant & Castle","53770","CLASSIC","5m 39s","339784"
"158447494","2026-05-31 22:25","001019","Ampton Street , Clerkenwell","2026-05-31 22:45","200047","Bethnal Green Garden, Bethnal Green","59521","CLASSIC","20m 12s","1212415"
"158447495","2026-05-31 22:25","300237","Tate Modern, Bankside","2026-05-31 22:34","200044","New Fetter Lane, Holborn","59604","CLASSIC","8m 58s","538845"
"158447496","2026-05-31 22:25","001065","Aldersgate Street, Barbican","2026-05-31 22:29","001049","Finsbury Leisure Centre, St. Luke's","58836","CLASSIC","3m 59s","239264"
"158447497","2026-05-31 22:25","001207","Tavistock Street, Covent Garden","2026-05-31 23:03","200163","Jubilee Plaza, Canary Wharf","54996","CLASSIC","37m 36s","2256705"
"158447498","2026-05-31 22:25","001065","Aldersgate Street, Barbican","2026-05-31 22:29","001049","Finsbury Leisure Centre, St. Luke's","52689","CLASSIC","4m 1s","241152"
"158447499","2026-05-31 22:25","200183","Battersea Park Road, Nine Elms","2026-05-31 22:33","001000","Vauxhall Cross, Vauxhall","55971","CLASSIC","7m 45s","465399"
"158447500","2026-05-31 22:25","200183","Battersea Park Road, Nine Elms","2026-05-31 22:33","001000","Vauxhall Cross, Vauxhall","52551","CLASSIC","7m 57s","477402"
"158447502","2026-05-31 22:25","300231","Lambeth Palace Road, Waterloo","2026-05-31 22:35","300083","Duke Street Hill, London Bridge","52000","CLASSIC","9m 16s","556940"
"158447503","2026-05-31 22:26","002637","Bermondsey Street, Bermondsey","2026-05-31 22:31","002679","George Row, Bermondsey","58060","CLASSIC","5m 28s","328145"
"158447476","2026-05-31 22:24","200182","Rainville Road, Hammersmith","2026-05-31 22:31","200215","Greyhound Road, Hammersmith","35638","CLASSIC","7m 22s","442297"
"158447477","2026-05-31 22:24","000963","Bankside Mix, Bankside","2026-05-31 22:40","001013","St. Chad's Street, King's Cross","58199","CLASSIC","16m 12s","972705"
"158447478","2026-05-31 22:24","000992","St. John Street, Finsbury","2026-05-31 22:30","001043","Museum of London, Barbican","59343","CLASSIC","6m 20s","380055"
"158447479","2026-05-31 22:24","200217","Disraeli Road, Putney","2026-05-31 22:30","200029","Finlay Street, Fulham","60596","PBSC_EBIKE","5m 59s","359044"
"158447480","2026-05-31 22:24","200122","Hawley Crescent, Camden Town","2026-05-31 23:04","300206","Saltoun Road, Brixton","35331","CLASSIC","40m 15s","2415643"
"158447481","2026-05-31 22:24","300206","Saltoun Road, Brixton","2026-05-31 22:45","300221","Battersea Power Station, Battersea Park","60329","PBSC_EBIKE","20m 28s","1228175"
"158447482","2026-05-31 22:24","001160","Craven Street, Strand","2026-05-31 23:05","001085","Old Quebec Street, Marylebone","52426","CLASSIC","40m 58s","2458145"
"158447483","2026-05-31 22:24","001160","Craven Street, Strand","2026-05-31 23:05","001085","Old Quebec Street, Marylebone","57534","CLASSIC","41m 2s","2462810"
"158447484","2026-05-31 22:24","300206","Saltoun Road, Brixton","2026-05-31 22:45","300221","Battersea Power Station, Battersea Park","62893","PBSC_EBIKE","20m 33s","1233112"
"158447485","2026-05-31 22:24","003464","Green Street, Mayfair","2026-05-31 22:36","001002","Holy Trinity Brompton, Knightsbridge","59210","CLASSIC","12m 11s","731424"
"158447486","2026-05-31 22:24","000999","Queen Street 1, Bank","2026-05-31 22:44","001000","Vauxhall Cross, Vauxhall","22097","CLASSIC","19m 27s","1167882"
"158447487","2026-05-31 22:24","300206","Saltoun Road, Brixton","2026-05-31 23:15","200166","Southerton Road, Hammersmith","30291","CLASSIC","50m 55s","3055073"
"158447488","2026-05-31 22:24","300249","Westminster Pier, Westminster","2026-05-31 22:28","200068","Somerset House, Strand","59656","CLASSIC","3m 44s","224577"
"158447489","2026-05-31 22:24","200230","Maplin Street, Mile End","2026-05-31 22:29","200123","Burdett Road, Mile End","50835","CLASSIC","4m 58s","298601"
"158447490","2026-05-31 22:24","001210","Nevern Place, Earl's Court","2026-05-31 22:57","001173","Gloucester Terrace, Bayswater","59479","CLASSIC","32m 36s","1956657"
"158447491","2026-05-31 22:24","200128","Queen Street 2, Bank","2026-05-31 22:44","300060","Brandon Street, Walworth","30484","CLASSIC","19m 10s","1150793"
"158447492","2026-05-31 22:25","003451","Golden Square, Soho","2026-05-31 22:38","001076","Walnut Tree Walk, Vauxhall","23444","CLASSIC","13m 49s","829196"
"158447493","2026-05-31 22:25","200128","Queen Street 2, Bank","2026-05-31 22:44","300060","Brandon Street, Walworth","55374","CLASSIC","19m 10s","1150461"
"158447467","2026-05-31 22:23","002635","Agar Grove, Camden Town","2026-05-31 22:39","000985","Hatton Garden, Holborn","56075","CLASSIC","15m 47s","947566"
"158447468","2026-05-31 22:23","300206","Saltoun Road, Brixton","2026-05-31 22:32","300247","Cranmer Road, Stockwell","21870","CLASSIC","8m 45s","525855"
"158447469","2026-05-31 22:23","300059","The Blue, Bermondsey","2026-05-31 22:47","200042","York Hall, Bethnal Green","62860","PBSC_EBIKE","23m 53s","1433429"
"158447470","2026-05-31 22:23","300059","The Blue, Bermondsey","2026-05-31 22:47","200042","York Hall, Bethnal Green","53951","CLASSIC","23m 55s","1435021"
"158447471","2026-05-31 22:23","300244","The Metropolitan, Portobello","2026-05-31 22:58","200060","Drayton Gardens, West Chelsea","64197","PBSC_EBIKE","35m 37s","2137624"
"158447472","2026-05-31 22:23","300206","Saltoun Road, Brixton","2026-05-31 22:32","001073","Kennington Road Post Office, Oval","62248","PBSC_EBIKE","9m 2s","542900"
"158447473","2026-05-31 22:23","300004","Harris Academy, Bermondsey","2026-05-31 22:43","003427","Fanshaw Street, Hoxton","63425","PBSC_EBIKE","19m 33s","1173826"
"158447474","2026-05-31 22:23","003451","Golden Square, Soho","2026-05-31 22:37","003498","Geraldine Street, Elephant & Castle","58552","CLASSIC","13m 26s","806591"
"158447475","2026-05-31 22:24","001077","Royal London Hospital, Whitechapel","2026-05-31 22:36","200148","Ansell House, Stepney","22141","CLASSIC","12m 43s","763182"
"158447457","2026-05-31 22:22","300236","Bevington Road West, North Kensington","2026-05-31 22:55","300070","Imperial Wharf Station, Sands End","41633","CLASSIC","32m 59s","1979752"
"158447458","2026-05-31 22:22","001052","Soho Square , Soho","2026-05-31 22:50","001001","West Cromwell Road, Earl's Court","21198","CLASSIC","27m 38s","1658172"
"158447459","2026-05-31 22:22","200230","Maplin Street, Mile End","2026-05-31 22:28","200027","Ford Road, Old Ford","59842","CLASSIC","6m 15s","375239"
"158447460","2026-05-31 22:22","003487","Campden Hill Road, Notting Hill","2026-05-31 22:36","002680","Harrowby Street, Marylebone","53382","CLASSIC","13m 48s","828008"
"158447461","2026-05-31 22:22","200193","Snowsfields, London Bridge","2026-05-31 22:25","002637","Bermondsey Street, Bermondsey","57144","CLASSIC","2m 40s","160984"
"158447462","2026-05-31 22:22","200197","Barons Court Station, West Kensington","2026-05-31 22:32","200098","Aintree Street, Fulham","54818","CLASSIC","9m 33s","573906"
"158447463","2026-05-31 22:22","001130","Grove End Road, St. John's Wood","2026-05-31 22:30","200198","Seymour Place, Marylebone","57794","CLASSIC","7m 35s","455612"
"158447464","2026-05-31 22:22","200064","Regent's Row , Haggerston","2026-05-31 22:33","000967","Golden Lane, Barbican","58924","CLASSIC","11m 13s","673507"
"158447465","2026-05-31 22:22","001163","Wardour Street, Soho","2026-05-31 23:17","300035","Carnegie Street, King's Cross","59788","CLASSIC","54m 29s","3269726"
"158447466","2026-05-31 22:22","001163","Wardour Street, Soho","2026-05-31 22:34","001167","South Wharf Road, Paddington","63174","PBSC_EBIKE","11m 32s","692159"
"158447439","2026-05-31 22:21","300013","Austin Road, Battersea Park","2026-05-31 22:49","300035","Carnegie Street, King's Cross","62780","PBSC_EBIKE","28m 29s","1709185"
"158447440","2026-05-31 22:21","200060","Drayton Gardens, West Chelsea","2026-05-31 22:25","200010","Manresa Road, Chelsea","55994","CLASSIC","4m 6s","246864"
"158447441","2026-05-31 22:21","001000","Vauxhall Cross, Vauxhall","2026-05-31 22:26","001174","Alderney Street, Pimlico","56931","CLASSIC","5m 27s","327691"
"158447442","2026-05-31 22:21","300206","Saltoun Road, Brixton","2026-05-31 22:23","200240","Ferndale Road, Brixton","35382","CLASSIC","2m 37s","157107"
"158447443","2026-05-31 22:21","001138","Elizabeth Bridge, Victoria","2026-05-31 22:54","000995","Little Argyll Street, West End","56409","CLASSIC","32m 53s","1973734"
"158447444","2026-05-31 22:21","300058","The Vale, Chelsea","2026-05-31 22:27","300086","Fulham Broadway, Walham Green","20194","CLASSIC","6m 17s","377550"
"158447445","2026-05-31 22:21","001142","Tooley Street, Bermondsey","2026-05-31 23:10","200073","Cephas Street, Bethnal Green","56319","CLASSIC","48m 50s","2930924"
"158447446","2026-05-31 22:21","200221","Crabtree Lane, Fulham","2026-05-31 22:31","200217","Disraeli Road, Putney","20551","CLASSIC","10m 38s","638026"
"158447447","2026-05-31 22:21","001138","Elizabeth Bridge, Victoria","2026-05-31 22:54","000995","Little Argyll Street, West End","57154","CLASSIC","32m 42s","1962382"
"158447448","2026-05-31 22:21","022165","Fisherman's Walk West, Canary Wharf","2026-05-31 22:31","200089","Chrisp Street Market, Poplar","23147","CLASSIC","9m 40s","580399"
"158447449","2026-05-31 22:21","200168","Southern Grove, Bow","2026-05-31 22:32","200002","Jubilee Street, Stepney","35208","CLASSIC","11m 18s","678420"
"158447450","2026-05-31 22:21","022165","Fisherman's Walk West, Canary Wharf","2026-05-31 22:31","200089","Chrisp Street Market, Poplar","57108","CLASSIC","9m 41s","581989"
"158447451","2026-05-31 22:21","003430","Central House, Aldgate","2026-05-31 22:27","200162","Watney Market, Stepney","59732","CLASSIC","5m 35s","335959"
"158447452","2026-05-31 22:21","003504","Moor Street, Soho","2026-05-31 22:31","001036","Crawford Street, Marylebone","52325","CLASSIC","9m 17s","557466"
"158447453","2026-05-31 22:21","300236","Bevington Road West, North Kensington","2026-05-31 22:55","300070","Imperial Wharf Station, Sands End","51320","CLASSIC","33m 29s","2009742"
"158447454","2026-05-31 22:21","001142","Tooley Street, Bermondsey","2026-05-31 22:38","002679","George Row, Bermondsey","56461","CLASSIC","16m 52s","1012514"
"158447455","2026-05-31 22:21","200083","Pritchard's Road, Bethnal Green","2026-05-31 22:49","003495","Wells Street, Fitzrovia","30740","CLASSIC","27m 15s","1635489"
"158447456","2026-05-31 22:22","003479","Old Brompton Road, South Kensington","2026-05-31 22:25","200069","Knaresborough Place, Earl's Court","50209","CLASSIC","3m 21s","201570"
"158447429","2026-05-31 22:20","000974","Guilford Street , Bloomsbury","2026-05-31 22:22","000975","Theobald's Road , Holborn","41079","CLASSIC","1m 51s","111337"
"158447430","2026-05-31 22:20","003494","Foley Street, Fitzrovia","2026-05-31 22:29","003490","Southwick Street, Paddington","52237","CLASSIC","9m 5s","545241"
"158447431","2026-05-31 22:20","001139","Carey Street, Holborn","2026-05-31 22:24","001008","Hatton Wall, Holborn","30992","CLASSIC","4m 1s","241775"
"158447432","2026-05-31 22:20","001088","Triangle Car Park, Hyde Park","2026-05-31 22:39","001101","Knightsbridge, Hyde Park","52265","CLASSIC","18m 44s","1124837"
"158447433","2026-05-31 22:20","001171","New Road 1 , Whitechapel","2026-05-31 22:26","022177","Christian Street, Whitechapel","57167","CLASSIC","5m 41s","341431"
"158447434","2026-05-31 22:20","003435","Gloucester Road (Central), South Kensington","2026-05-31 22:35","200081","Coomer Place, West Kensington","55364","CLASSIC","14m 46s","886923"
"158447435","2026-05-31 22:20","200221","Crabtree Lane, Fulham","2026-05-31 22:20","200221","Crabtree Lane, Fulham","53471","CLASSIC","21s","21039"
"158447436","2026-05-31 22:20","003435","Gloucester Road (Central), South Kensington","2026-05-31 22:35","200081","Coomer Place, West Kensington","56912","CLASSIC","14m 42s","882555"
"158447437","2026-05-31 22:20","300013","Austin Road, Battersea Park","2026-05-31 22:33","001155","Regency Street, Westminster","21804","CLASSIC","13m 3s","783202"
"158447438","2026-05-31 22:20","022164","Eaton Square (South), Belgravia","2026-05-31 22:29","001148","Queen Mother Sports Centre, Victoria","57602","CLASSIC","8m 36s","516513"
"158447416","2026-05-31 22:19","200077","Vicarage Crescent, Battersea","2026-05-31 22:22","200210","Westbridge Road, Battersea","54209","CLASSIC","3m 15s","195284"
"158447417","2026-05-31 22:19","300205","Cromer Street, Bloomsbury","2026-05-31 22:25","000986","Finsbury Library , Finsbury","57238","CLASSIC","5m 52s","352025"
"158447418","2026-05-31 22:19","001077","Royal London Hospital, Whitechapel","2026-05-31 22:25","001102","Leman Street, Aldgate","50993","CLASSIC","6m 13s","373992"
"158447419","2026-05-31 22:19","001225","George Street, Marylebone","2026-05-31 22:31","001027","Warwick Avenue Station, Maida Vale","59759","CLASSIC","12m 7s","727105"
"158447420","2026-05-31 22:19","000967","Golden Lane, Barbican","2026-05-31 22:57","300009","World's End Place, West Chelsea","53261","CLASSIC","38m 21s","2301297"
"158447421","2026-05-31 22:19","200025","London Fields, Hackney Central","2026-05-31 22:29","001047","Falkirk Street, Hoxton","40257","CLASSIC","9m 47s","587124"
"158447422","2026-05-31 22:19","200064","Regent's Row , Haggerston","2026-05-31 22:28","200246","Eagle Wharf Road, Hoxton","60248","PBSC_EBIKE","8m 40s","520912"
"158447423","2026-05-31 22:19","001220","Imperial College, Knightsbridge","2026-05-31 22:28","001150","Queensway, Kensington Gardens","62665","PBSC_EBIKE","8m 47s","527105"
"158447424","2026-05-31 22:19","001142","Tooley Street, Bermondsey","2026-05-31 22:36","200238","Westferry DLR, Limehouse","59483","CLASSIC","16m 36s","996102"
"158447425","2026-05-31 22:19","200124","Clarendon Road, Avondale","2026-05-31 22:23","200172","Lansdowne Road, Ladbroke Grove","53369","CLASSIC","3m 55s","235792"
"158447426","2026-05-31 22:19","001055","Wellington Road, St. John's Wood","2026-05-31 22:33","001096","Bayswater Road, Hyde Park","40622","CLASSIC","13m 50s","830857"
"158447427","2026-05-31 22:19","300021","Podium, Queen Elizabeth Olympic Park","2026-05-31 23:16","200025","London Fields, Hackney Central","64186","PBSC_EBIKE","56m 48s","3408949"
"158447428","2026-05-31 22:20","300206","Saltoun Road, Brixton","2026-05-31 22:33","300063","Burgess Park Albany Road, Walworth","50369","CLASSIC","13m 33s","813561"
"158447408","2026-05-31 22:18","001133","Baylis Road, Waterloo","2026-05-31 23:34","001154","Kennington Road, Vauxhall","57844","CLASSIC","1h 16m 6s","4566732"
"158447409","2026-05-31 22:18","003435","Gloucester Road (Central), South Kensington","2026-05-31 22:24","001001","West Cromwell Road, Earl's Court","54708","CLASSIC","6m 6s","366473"
"158447410","2026-05-31 22:18","003435","Gloucester Road (Central), South Kensington","2026-05-31 22:24","001001","West Cromwell Road, Earl's Court","57048","CLASSIC","5m 59s","359714"
"158447411","2026-05-31 22:18","300005","Ethelburga Estate, Battersea Park","2026-05-31 22:28","001000","Vauxhall Cross, Vauxhall","58245","CLASSIC","10m 7s","607224"
"158447412","2026-05-31 22:18","300242","Allington Street, Victoria","2026-05-31 22:19","300242","Allington Street, Victoria","53249","CLASSIC","35s","35021"
"158447413","2026-05-31 22:18","001126","North Audley Street, Mayfair","2026-05-31 22:46","001190","Kennington Lane Rail Bridge, Vauxhall","59362","CLASSIC","27m 25s","1645931"
"158447414","2026-05-31 22:18","003435","Gloucester Road (Central), South Kensington","2026-05-31 22:23","001001","West Cromwell Road, Earl's Court","52101","CLASSIC","4m 13s","253294"
"158447415","2026-05-31 22:18","200129","Charlotte Terrace, Angel","2026-05-31 22:30","001043","Museum of London, Barbican","57001","CLASSIC","11m 43s","703313"
"158447405","2026-05-31 22:17","003435","Gloucester Road (Central), South Kensington","2026-05-31 22:27","300038","Star Road, West Kensington","50257","CLASSIC","9m 28s","568127"
"158447406","2026-05-31 22:17","300015","Binfield Road, Stockwell","2026-05-31 22:31","200179","Silverthorne Road, Battersea","22129","CLASSIC","13m 49s","829175"
"158447407","2026-05-31 22:17","200210","Westbridge Road, Battersea","2026-05-31 22:57","300083","Duke Street Hill, London Bridge","62602","PBSC_EBIKE","40m 3s","2403127"
"158447401","2026-05-31 22:16","002660","Frith Street, Soho","2026-05-31 22:28","001180","Bourne Street, Belgravia","61185","PBSC_EBIKE","11m 45s","705735"
"158447402","2026-05-31 22:17","200230","Maplin Street, Mile End","2026-05-31 22:24","300048","Stainsby Road , Poplar","56975","CLASSIC","7m 10s","430751"
"158447403","2026-05-31 22:17","200038","Ackroyd Drive, Bow","2026-05-31 22:49","200038","Ackroyd Drive, Bow","55645","CLASSIC","32m 37s","1957954"
"158447392","2026-05-31 22:15","001160","Craven Street, Strand","2026-05-31 22:51","300206","Saltoun Road, Brixton","57987","CLASSIC","36m 43s","2203922"
"158447393","2026-05-31 22:15","200009","Stebondale Street, Cubitt Town","2026-06-01 18:26","200233","South Quay East, Canary Wharf","41626","CLASSIC","20h 10m 52s","72652546"
"158447394","2026-05-31 22:15","002636","Prince Albert Road, The Regent's Park","2026-05-31 22:29","300093","Park Lane, Mayfair","63441","PBSC_EBIKE","14m 41s","881718"
"158447395","2026-05-31 22:15","001011","Argyle Street, Kings Cross","2026-05-31 22:34","001126","North Audley Street, Mayfair","57233","CLASSIC","19m 24s","1164703"
"158447396","2026-05-31 22:15","001126","North Audley Street, Mayfair","2026-05-31 22:42","300207","Gauden Road, Clapham","62788","PBSC_EBIKE","27m 24s","1644129"
"158447397","2026-05-31 22:15","003469","Cadogan Place, Knightsbridge","2026-05-31 22:18","001179","Chelsea Green, Chelsea","58978","CLASSIC","3m 7s","187752"
"158447398","2026-05-31 22:15","001133","Baylis Road, Waterloo","2026-05-31 23:34","001154","Kennington Road, Vauxhall","57026","CLASSIC","1h 18m 38s","4718105"
"158447399","2026-05-31 22:15","300253","Bermondsey Station, Bermondsey","2026-05-31 22:20","300252","Canada Water Station, Rotherhithe","55566","CLASSIC","4m 50s","290696"
"158447400","2026-05-31 22:15","001087","Belgrave Road, Victoria","2026-05-31 22:21","001103","Gloucester Street, Pimlico","58342","CLASSIC","5m 8s","308830"
"158447382","2026-05-31 22:14","001090","Warren Street Station, Euston","2026-05-31 22:24","001019","Ampton Street , Clerkenwell","56815","CLASSIC","10m 3s","603578"
"158447383","2026-05-31 22:14","200060","Drayton Gardens, West Chelsea","2026-05-31 22:21","022158","Exhibition Road Museums 1, South Kensington","55259","CLASSIC","7m 5s","425638"
"158447384","2026-05-31 22:14","200056","Vauxhall Walk, Vauxhall","2026-05-31 22:54","200026","Greenland Road, Camden Town","54144","CLASSIC","40m 33s","2433638"
"158447385","2026-05-31 22:14","000974","Guilford Street , Bloomsbury","2026-05-31 23:10","300014","Falcon Road, Clapham Junction","60436","PBSC_EBIKE","56m 41s","3401133"
"158447386","2026-05-31 22:14","001163","Wardour Street, Soho","2026-05-31 22:57","001134","Warwick Road, Olympia","53570","CLASSIC","42m 41s","2561220"
"158447387","2026-05-31 22:14","200009","Stebondale Street, Cubitt Town","2026-05-31 22:33","200233","South Quay East, Canary Wharf","55948","CLASSIC","18m 45s","1125736"
"158447388","2026-05-31 22:14","001217","Serpentine Car Park, Hyde Park","2026-05-31 22:37","001101","Knightsbridge, Hyde Park","22958","CLASSIC","23m 27s","1407767"
"158447389","2026-05-31 22:14","001174","Alderney Street, Pimlico","2026-05-31 22:26","300216","Gas Holders, Battersea Park","35429","CLASSIC","12m 15s","735207"
"158447390","2026-05-31 22:14","300222","Fore Street, Guildhall","2026-05-31 22:40","001175","Mallory Street, Marylebone","55408","CLASSIC","25m 8s","1508703"
"158447391","2026-05-31 22:15","200157","Fournier Street, Whitechapel","2026-05-31 22:24","001054","East Road, Hoxton","58044","CLASSIC","9m 27s","567743"
"158447370","2026-05-31 22:13","300063","Burgess Park Albany Road, Walworth","2026-05-31 22:57","200213","Durant Street, Bethnal Green","56112","CLASSIC","44m 18s","2658446"
"158447371","2026-05-31 22:13","002696","Waterloo Station 1, Waterloo","2026-05-31 22:44","200025","London Fields, Hackney Central","60241","PBSC_EBIKE","30m 43s","1843700"
"158447372","2026-05-31 22:13","003435","Gloucester Road (Central), South Kensington","2026-05-31 22:23","300038","Star Road, West Kensington","23462","CLASSIC","10m 22s","622520"
"158447373","2026-05-31 22:13","001172","Queen's Gate (South), South Kensington","2026-05-31 22:28","200124","Clarendon Road, Avondale","62021","PBSC_EBIKE","15m 32s","932327"
"158447374","2026-05-31 22:13","001204","Queen's Gate (North), Kensington","2026-05-31 22:26","001173","Gloucester Terrace, Bayswater","55975","CLASSIC","12m 36s","756544"
"158447375","2026-05-31 22:13","001035","Boston Place, Marylebone","2026-05-31 22:39","010628","Cleaver Street, Kennington","64193","PBSC_EBIKE","26m 26s","1586817"
"158447376","2026-05-31 22:13","300074","Newton Street, Covent Garden","2026-05-31 22:29","002641","New North Road 2, Hoxton","56932","CLASSIC","16m 1s","961081"
"158447377","2026-05-31 22:13","002694","Clapham Common Station, Clapham Common","2026-05-31 22:21","200185","St. John's Road, Clapham Junction","30500","CLASSIC","7m 44s","464110"
"158447378","2026-05-31 22:13","300200","East Village, Queen Elizabeth Olympic Park","2026-05-31 22:41","200249","Queen Mary's, Mile End","20065","CLASSIC","28m 8s","1688778"
"158447379","2026-05-31 22:13","001094","Wright's Lane, Kensington","2026-05-31 22:30","200077","Vicarage Crescent, Battersea","62060","PBSC_EBIKE","16m 37s","997570"
"158447380","2026-05-31 22:13","200230","Maplin Street, Mile End","2026-05-31 22:19","200123","Burdett Road, Mile End","51391","CLASSIC","5m 44s","344331"
"158447356","2026-05-31 22:12","001126","North Audley Street, Mayfair","2026-05-31 23:04","001071","Tower Gardens , Tower","41891","CLASSIC","51m 56s","3116736"
"158447357","2026-05-31 22:12","022176","Reardon Street, Wapping","2026-05-31 22:23","300083","Duke Street Hill, London Bridge","54829","CLASSIC","10m 52s","652472"
"158447358","2026-05-31 22:12","300233","Aquatic Centre, Queen Elizabeth Olympic Park","2026-05-31 22:27","300021","Podium, Queen Elizabeth Olympic Park","53821","CLASSIC","15m 37s","937711"
"158447359","2026-05-31 22:12","001124","Sumner Place, South Kensington","2026-05-31 22:30","300015","Binfield Road, Stockwell","50967","CLASSIC","18m 24s","1104261"
"158447360","2026-05-31 22:12","003450","Great Titchfield Street, Fitzrovia","2026-05-31 22:22","001019","Ampton Street , Clerkenwell","59521","CLASSIC","10m 9s","609926"
"158447361","2026-05-31 22:12","300233","Aquatic Centre, Queen Elizabeth Olympic Park","2026-05-31 22:34","300021","Podium, Queen Elizabeth Olympic Park","40265","CLASSIC","22m 18s","1338570"
"158447362","2026-05-31 22:12","002685","South Kensington Station, South Kensington","2026-05-31 22:24","003490","Southwick Street, Paddington","55433","CLASSIC","12m 29s","749141"
"158447363","2026-05-31 22:12","000995","Little Argyll Street, West End","2026-05-31 22:18","001225","George Street, Marylebone","52810","CLASSIC","6m 14s","374245"
"158447364","2026-05-31 22:12","001182","Notting Hill Gate Station, Notting Hill","2026-05-31 22:16","300023","All Saints Church, Portobello","42278","CLASSIC","4m 16s","256481"
"158447365","2026-05-31 22:12","001162","Dorset Square, Marylebone","2026-05-31 22:25","003423","Maida Vale, Maida Vale","54540","CLASSIC","12m 56s","776195"
"158447366","2026-05-31 22:12","003450","Great Titchfield Street, Fitzrovia","2026-05-31 22:22","001019","Ampton Street , Clerkenwell","55100","CLASSIC","10m 4s","604983"
"158447367","2026-05-31 22:12","200036","Bell Lane, Liverpool Street","2026-05-31 22:25","001209","Empire Square, The Borough","51791","CLASSIC","12m 14s","734076"
"158447368","2026-05-31 22:12","300203","Euston Square Gardens, Euston","2026-05-31 22:31","300071","Elgin Avenue, Maida Hill","63119","PBSC_EBIKE","18m 32s","1112191"
"158447369","2026-05-31 22:13","001142","Tooley Street, Bermondsey","2026-05-31 22:17","002637","Bermondsey Street, Bermondsey","23137","CLASSIC","4m 18s","258110"
"158447340","2026-05-31 22:11","300081","Haggerston Road, Haggerston","2026-05-31 22:25","200156","Pott Street, Bethnal Green","41211","CLASSIC","13m 56s","836103"
"158447341","2026-05-31 22:11","300081","Haggerston Road, Haggerston","2026-05-31 22:24","200156","Pott Street, Bethnal Green","54074","CLASSIC","13m 43s","823408"
"158447342","2026-05-31 22:11","001048","Queen Victoria Street, St. Paul's","2026-05-31 22:25","022176","Reardon Street, Wapping","35240","CLASSIC","13m 51s","831644"
"158447343","2026-05-31 22:11","002685","South Kensington Station, South Kensington","2026-05-31 22:16","300069","Harcourt Terrace, West Brompton","51865","CLASSIC","4m 59s","299476"
"158447344","2026-05-31 22:11","200058","Northdown Street, King's Cross","2026-05-31 22:51","022179","Exhibition Road, Knightsbridge","53617","CLASSIC","40m 25s","2425712"
"158447345","2026-05-31 22:11","300081","Haggerston Road, Haggerston","2026-05-31 22:25","200156","Pott Street, Bethnal Green","20696","CLASSIC","13m 33s","813812"
