"Number","Start date","Start station number","Start station","End date","End station number","End station","Bike number","Bike model","Total duration","Total duration (ms)"
"158448244","2026-05-31 23:50","000991","Crosswall, Tower","2026-06-01 00:05","001010","Cartwright Gardens , Bloomsbury","62785","PBSC_EBIKE","14m 48s","888115"
"158448245","2026-05-31 23:50","200047","Bethnal Green Garden, Bethnal Green","2026-05-31 23:56","200249","Queen Mary's, Mile End","59521","CLASSIC","5m 26s","326651"
"158448246","2026-05-31 23:50","000960","Hop Exchange, The Borough","2026-06-01 00:11","003452","Panton Street, West End","52314","CLASSIC","20m 20s","1220921"
"158448247","2026-05-31 23:50","300070","Imperial Wharf Station, Sands End","2026-06-01 00:03","200180","South Park, Sands End","53571","CLASSIC","12m 10s","730382"
"158448248","2026-05-31 23:51","200238","Westferry DLR, Limehouse","2026-05-31 23:58","200038","Ackroyd Drive, Bow","56993","CLASSIC","7m 46s","466054"
"158448234","2026-05-31 23:49","300083","Duke Street Hill, London Bridge","2026-05-31 23:59","001071","Tower Gardens , Tower","55417","CLASSIC","9m 58s","598099"
"158448235","2026-05-31 23:49","002677","Natural History Museum, South Kensington","2026-05-31 23:58","300008","Normand Park, West Kensington","55880","CLASSIC","9m 18s","558185"
"158448236","2026-05-31 23:49","000973","Bethnal Green Road, Shoreditch","2026-06-01 00:06","010628","Cleaver Street, Kennington","62320","PBSC_EBIKE","17m 5s","1025697"
"158448238","2026-05-31 23:50","200119","Dorothy Road, Clapham Junction","2026-05-31 23:55","200119","Dorothy Road, Clapham Junction","21369","CLASSIC","5m 40s","340008"
"158448239","2026-05-31 23:50","001201","Bank of England Museum, Bank","2026-05-31 23:59","002641","New North Road 2, Hoxton","41194","CLASSIC","9m 40s","580100"
"158448228","2026-05-31 23:48","200133","South Lambeth Road, Vauxhall","2026-05-31 23:53","001224","Vauxhall Street, Vauxhall","56893","CLASSIC","5m 2s","302853"
"158448229","2026-05-31 23:48","001013","St. Chad's Street, King's Cross","2026-06-01 00:03","000963","Bankside Mix, Bankside","58199","CLASSIC","14m 48s","888587"
"158448230","2026-05-31 23:48","001140","Grosvenor Road, Pimlico","2026-05-31 23:50","001135","Claverton Street, Pimlico","58729","CLASSIC","1m 48s","108419"
"158448231","2026-05-31 23:48","200026","Greenland Road, Camden Town","2026-05-31 23:52","002635","Agar Grove, Camden Town","59024","CLASSIC","3m 20s","200720"
"158448232","2026-05-31 23:48","200110","Bishop's Bridge Road West, Bayswater","2026-06-01 00:33","300059","The Blue, Bermondsey","52638","CLASSIC","45m 14s","2714822"
"158448233","2026-05-31 23:48","022177","Christian Street, Whitechapel","2026-06-01 00:05","001072","Waterloo Station 3, Waterloo","42218","CLASSIC","16m 50s","1010354"
"158448225","2026-05-31 23:47","200116","Vereker Road, West Kensington","2026-05-31 23:52","200221","Crabtree Lane, Fulham","54228","CLASSIC","5m 21s","321266"
"158448226","2026-05-31 23:47","200145","Gloucester Avenue, Camden Town","2026-06-01 00:20","200032","Kennington Oval, Oval","57755","CLASSIC","32m 47s","1967896"
"158448227","2026-05-31 23:47","200252","Bow Church Station, Bow","2026-05-31 23:52","200019","Malmesbury Road, Bow","30449","CLASSIC","4m 49s","289013"
"158448221","2026-05-31 23:46","000972","Hampstead Road, Euston","2026-05-31 23:57","001131","Graham Street, Angel","60279","PBSC_EBIKE","10m 50s","650296"
"158448222","2026-05-31 23:46","200183","Battersea Park Road, Nine Elms","2026-06-01 00:06","300206","Saltoun Road, Brixton","55189","CLASSIC","19m 51s","1191557"
"158448223","2026-05-31 23:46","200099","Upper Bank Street, Canary Wharf","2026-06-01 00:01","200078","Aberfeldy Street, Poplar","62674","PBSC_EBIKE","14m 38s","878342"
"158448224","2026-05-31 23:46","001008","Hatton Wall, Holborn","2026-06-01 00:16","001208","Dickens Square, Borough","30358","CLASSIC","29m 18s","1758343"
"158448215","2026-05-31 23:45","003452","Panton Street, West End","2026-06-01 00:07","200234","Bancroft Road, Bethnal Green","63314","PBSC_EBIKE","22m 46s","1366585"
"158448216","2026-05-31 23:45","300205","Cromer Street, Bloomsbury","2026-05-31 23:49","001079","Endsleigh Gardens, Euston","56433","CLASSIC","3m 42s","222892"
"158448217","2026-05-31 23:45","003489","Broadwick Street, Soho","2026-06-01 00:00","001011","Argyle Street, Kings Cross","22988","CLASSIC","15m 3s","903470"
"158448218","2026-05-31 23:45","002686","Royal College Street, Camden Town","2026-05-31 23:48","200105","Bonny Street, Camden Town","20070","CLASSIC","3m 7s","187894"
"158448219","2026-05-31 23:45","001180","Bourne Street, Belgravia","2026-05-31 23:50","200189","Phene Street, Chelsea","58495","CLASSIC","4m 51s","291959"
"158448220","2026-05-31 23:45","001058","Orchard Place, Blackwall Tunnel","2026-06-01 01:29","001058","Orchard Place, Blackwall Tunnel","52433","CLASSIC","1h 43m 45s","6225879"
"158448213","2026-05-31 23:44","300252","Canada Water Station, Rotherhithe","2026-05-31 23:55","300061","Crimscott Street, Bermondsey","55326","CLASSIC","11m 10s","670537"
"158448214","2026-05-31 23:44","001172","Queen's Gate (South), South Kensington","2026-05-31 23:59","003496","St Mary's Hospital, Paddington","51396","CLASSIC","14m 28s","868468"
"158448203","2026-05-31 23:43","001132","Albert Gate, Hyde Park","2026-05-31 23:55","001172","Queen's Gate (South), South Kensington","54926","CLASSIC","12m 24s","744482"
"158448204","2026-05-31 23:43","300227","Timber Lodge, Queen Elizabeth Olympic Park","2026-06-01 00:10","300227","Timber Lodge, Queen Elizabeth Olympic Park","53663","CLASSIC","26m 50s","1610646"
"158448205","2026-05-31 23:43","300227","Timber Lodge, Queen Elizabeth Olympic Park","2026-06-01 00:10","300227","Timber Lodge, Queen Elizabeth Olympic Park","59584","CLASSIC","26m 53s","1613055"
"158448206","2026-05-31 23:43","200049","St. Katharine's Way, Tower","2026-06-01 00:01","200115","Flamborough Street, Limehouse","53082","CLASSIC","17m 27s","1047823"
"158448207","2026-05-31 23:43","001160","Craven Street, Strand","2026-06-01 00:07","300083","Duke Street Hill, London Bridge","52918","CLASSIC","23m 17s","1397013"
"158448208","2026-05-31 23:44","001106","Rampayne Street, Pimlico","2026-06-01 00:34","001106","Rampayne Street, Pimlico","42056","CLASSIC","50m 18s","3018305"
"158448209","2026-05-31 23:44","001106","Rampayne Street, Pimlico","2026-06-01 00:34","001106","Rampayne Street, Pimlico","56336","CLASSIC","50m 24s","3024333"
"158448210","2026-05-31 23:44","001002","Holy Trinity Brompton, Knightsbridge","2026-05-31 23:58","200176","Sheepcote Lane, Battersea","52697","CLASSIC","14m 10s","850070"
"158448211","2026-05-31 23:43","200002","Jubilee Street, Stepney","2026-06-01 00:45","200002","Jubilee Street, Stepney","60547","PBSC_EBIKE","1h 1m 59s","3719053"
"158448212","2026-05-31 23:43","001169","Grosvenor Crescent, Belgravia","2026-05-31 23:55","001000","Vauxhall Cross, Vauxhall","57858","CLASSIC","11m 48s","708619"
"158448195","2026-05-31 23:42","200190","Queen's Circus, Battersea Park","2026-06-01 00:26","200114","Orbel Street, Battersea","63498","PBSC_EBIKE","44m 27s","2667008"
"158448196","2026-05-31 23:42","300083","Duke Street Hill, London Bridge","2026-05-31 23:49","001040","West Smithfield Rotunda, Farringdon","54387","CLASSIC","7m 46s","466886"
"158448197","2026-05-31 23:42","003479","Old Brompton Road, South Kensington","2026-05-31 23:45","001107","Gloucester Road Station, South Kensington","52030","CLASSIC","3m 19s","199115"
"158448198","2026-05-31 23:42","003500","Baldwin Street, St. Luke's","2026-05-31 23:45","200246","Eagle Wharf Road, Hoxton","24308","CLASSIC","2m 48s","168571"
"158448199","2026-05-31 23:42","200172","Lansdowne Road, Ladbroke Grove","2026-05-31 23:48","001134","Warwick Road, Olympia","63548","PBSC_EBIKE","6m 8s","368244"
"158448201","2026-05-31 23:42","300083","Duke Street Hill, London Bridge","2026-06-01 00:11","200006","Hewison Street, Old Ford","55782","CLASSIC","28m 22s","1702210"
"158448193","2026-05-31 23:42","001032","New Inn Yard, Shoreditch","2026-05-31 23:54","200161","Clinton Road, Mile End","56353","CLASSIC","12m 35s","755803"
"158448194","2026-05-31 23:42","200049","St. Katharine's Way, Tower","2026-06-01 00:01","200115","Flamborough Street, Limehouse","22566","CLASSIC","19m 1s","1141419"
"158448187","2026-05-31 23:40","003452","Panton Street, West End","2026-05-31 23:57","001049","Finsbury Leisure Centre, St. Luke's","56409","CLASSIC","17m 17s","1037762"
"158448188","2026-05-31 23:40","000997","Worship Street, Shoreditch","2026-05-31 23:54","003425","Northington Street , Holborn","57338","CLASSIC","14m 34s","874851"
"158448189","2026-05-31 23:40","300227","Timber Lodge, Queen Elizabeth Olympic Park","2026-06-01 00:10","300227","Timber Lodge, Queen Elizabeth Olympic Park","52060","CLASSIC","29m 54s","1794298"
"158448190","2026-05-31 23:40","022170","Kennington Station, Kennington","2026-05-31 23:45","000998","Lollard Street, Vauxhall","40947","CLASSIC","4m 46s","286386"
"158448191","2026-05-31 23:40","001153","Pall Mall East, West End","2026-06-01 00:17","001214","Kensington Olympia Station, Olympia","51625","CLASSIC","36m 35s","2195833"
"158448192","2026-05-31 23:40","200157","Fournier Street, Whitechapel","2026-06-01 00:06","010628","Cleaver Street, Kennington","63025","PBSC_EBIKE","26m 5s","1565690"
"158448179","2026-05-31 23:39","001020","Leonard Circus , Shoreditch","2026-05-31 23:47","200152","Pitfield Street North,Hoxton","54421","CLASSIC","8m 26s","506432"
"158448180","2026-05-31 23:39","010627","Grosvenor Square, Mayfair","2026-05-31 23:57","001128","Westbourne Green, Westbourne","59197","CLASSIC","17m 57s","1077719"
"158448181","2026-05-31 23:39","200097","Beryl Road, Hammersmith","2026-05-31 23:50","003492","Putney Pier, Wandsworth","23779","CLASSIC","10m 21s","621240"
"158448182","2026-05-31 23:39","000997","Worship Street, Shoreditch","2026-05-31 23:50","003425","Northington Street , Holborn","55491","CLASSIC","11m 18s","678368"
"158448183","2026-05-31 23:40","001036","Crawford Street, Marylebone","2026-05-31 23:47","001090","Warren Street Station, Euston","41377","CLASSIC","7m 50s","470975"
"158448184","2026-05-31 23:39","000997","Worship Street, Shoreditch","2026-05-31 23:54","003425","Northington Street , Holborn","63366","PBSC_EBIKE","14m 48s","888122"
"158448185","2026-05-31 23:40","000960","Hop Exchange, The Borough","2026-05-31 23:51","300060","Brandon Street, Walworth","53637","CLASSIC","11m 19s","679818"
"158448186","2026-05-31 23:40","300227","Timber Lodge, Queen Elizabeth Olympic Park","2026-06-01 00:10","300227","Timber Lodge, Queen Elizabeth Olympic Park","51489","CLASSIC","30m 13s","1813985"
"158448175","2026-05-31 23:38","300249","Westminster Pier, Westminster","2026-05-31 23:56","001131","Graham Street, Angel","60443","PBSC_EBIKE","18m 3s","1083801"
"158448176","2026-05-31 23:38","001222","Goswell Road (City Uni), Finsbury","2026-05-31 23:41","001065","Aldersgate Street, Barbican","58787","CLASSIC","2m 47s","167832"
"158448177","2026-05-31 23:39","001077","Royal London Hospital, Whitechapel","2026-05-31 23:43","300049","Aylward Street, Stepney","55752","CLASSIC","4m 54s","294381"
"158448178","2026-05-31 23:39","022179","Exhibition Road, Knightsbridge","2026-05-31 23:51","200081","Coomer Place, West Kensington","59728","CLASSIC","12m 36s","756189"
"158448167","2026-05-31 23:37","200163","Jubilee Plaza, Canary Wharf","2026-05-31 23:51","200233","South Quay East, Canary Wharf","54855","CLASSIC","13m 56s","836717"
"158448168","2026-05-31 23:37","003496","St Mary's Hospital, Paddington","2026-05-31 23:40","001227","Devonshire Terrace, Bayswater","54006","CLASSIC","2m 59s","179688"
"158448169","2026-05-31 23:37","300227","Timber Lodge, Queen Elizabeth Olympic Park","2026-06-01 00:10","300227","Timber Lodge, Queen Elizabeth Olympic Park","56644","CLASSIC","32m 53s","1973172"
"158448170","2026-05-31 23:37","200163","Jubilee Plaza, Canary Wharf","2026-05-31 23:50","200233","South Quay East, Canary Wharf","54425","CLASSIC","13m 10s","790567"
"158448171","2026-05-31 23:37","001144","Poured Lines, Bankside","2026-05-31 23:49","010629","Rotherhithe Roundabout, Rotherhithe","57618","CLASSIC","12m 22s","742330"
"158448172","2026-05-31 23:38","300018","Charing Cross Hospital, Hammersmith","2026-05-31 23:42","200142","Hammersmith Road, Hammersmith","55558","CLASSIC","4m 12s","252437"
"158448173","2026-05-31 23:37","300235","York Way, Kings Cross","2026-05-31 23:47","000978","Russell Square Station, Bloomsbury","52924","CLASSIC","9m 25s","565785"
"158448174","2026-05-31 23:38","300029","Lee Valley VeloPark, Queen Elizabeth Olympic Park","2026-05-31 23:55","300029","Lee Valley VeloPark, Queen Elizabeth Olympic Park","56635","CLASSIC","17m 12s","1032320"
"158448159","2026-05-31 23:36","000997","Worship Street, Shoreditch","2026-05-31 23:39","000997","Worship Street, Shoreditch","55491","CLASSIC","2m 58s","178492"
"158448161","2026-05-31 23:36","200251","Bow Road Station, Bow","2026-05-31 23:43","300213","Monier Road, Hackney Wick","60362","PBSC_EBIKE","7m 1s","421641"
"158448162","2026-05-31 23:36","001028","William IV Street, Strand","2026-06-01 00:02","022166","Albert Gardens, Stepney","55387","CLASSIC","26m 22s","1582975"
"158448163","2026-05-31 23:36","001011","Argyle Street, Kings Cross","2026-05-31 23:53","003427","Fanshaw Street, Hoxton","53870","CLASSIC","17m 2s","1022156"
"158448164","2026-05-31 23:36","001177","Seville Street, Knightsbridge","2026-05-31 23:52","001166","Bell Street , Marylebone","60195","PBSC_EBIKE","15m 37s","937106"
"158448165","2026-05-31 23:36","003500","Baldwin Street, St. Luke's","2026-05-31 23:44","300024","Dunston Road , Haggerston","57463","CLASSIC","7m 51s","471269"
"158448166","2026-05-31 23:36","003499","Prince Consort Road, Knightsbridge","2026-05-31 23:48","200154","Hansard Mews, Holland Park","54952","CLASSIC","11m 51s","711975"
"158448152","2026-05-31 23:35","001172","Queen's Gate (South), South Kensington","2026-05-31 23:45","300038","Star Road, West Kensington","51592","CLASSIC","10m 14s","614577"
"158448153","2026-05-31 23:35","001017","Great Dover Street, The Borough","2026-05-31 23:45","300096","Tallis Street, Temple","58107","CLASSIC","10m 10s","610235"
"158448154","2026-05-31 23:35","200135","Selby Street, Whitechapel","2026-05-31 23:55","001079","Endsleigh Gardens, Euston","21924","CLASSIC","19m 55s","1195200"
"158448155","2026-05-31 23:35","300033","Putney Rail Station, Putney","2026-05-31 23:55","300006","Clapham South, Clapham South","60376","PBSC_EBIKE","20m 19s","1219565"
"158448156","2026-05-31 23:35","300252","Canada Water Station, Rotherhithe","2026-05-31 23:55","300231","Lambeth Palace Road, Waterloo","56371","CLASSIC","19m 30s","1170447"
"158448157","2026-05-31 23:35","001171","New Road 1 , Whitechapel","2026-05-31 23:45","200038","Ackroyd Drive, Bow","50790","CLASSIC","10m 2s","602744"
"158448158","2026-05-31 23:35","200230","Maplin Street, Mile End","2026-05-31 23:40","200027","Ford Road, Old Ford","58891","CLASSIC","4m 44s","284952"
"158448149","2026-05-31 23:34","001127","Risinghill Street, Angel","2026-05-31 23:40","001019","Ampton Street , Clerkenwell","56407","CLASSIC","5m 48s","348548"
"158448150","2026-05-31 23:34","001133","Baylis Road, Waterloo","2026-06-01 00:04","300249","Westminster Pier, Westminster","54271","CLASSIC","29m 36s","1776036"
"158448151","2026-05-31 23:35","200029","Finlay Street, Fulham","2026-05-31 23:45","300058","The Vale, Chelsea","60596","PBSC_EBIKE","10m 44s","644399"
"158448144","2026-05-31 23:33","001207","Tavistock Street, Covent Garden","2026-05-31 23:48","200149","Watney Street, Shadwell","63048","PBSC_EBIKE","15m 45s","945054"
"158448145","2026-05-31 23:33","300247","Cranmer Road, Stockwell","2026-05-31 23:36","300225","Normandy Road, Stockwell","54139","CLASSIC","2m 40s","160476"
"158448136","2026-05-31 23:32","300083","Duke Street Hill, London Bridge","2026-06-01 00:06","200114","Orbel Street, Battersea","62602","PBSC_EBIKE","33m 48s","2028185"
"158448137","2026-05-31 23:32","002685","South Kensington Station, South Kensington","2026-05-31 23:43","001041","Westbourne Grove, Bayswater","60160","PBSC_EBIKE","11m 31s","691886"
"158448138","2026-05-31 23:32","300213","Monier Road, Hackney Wick","2026-06-01 00:20","002686","Royal College Street, Camden Town","60206","PBSC_EBIKE","47m 36s","2856021"
"158448139","2026-05-31 23:32","300213","Monier Road, Hackney Wick","2026-06-01 00:20","002686","Royal College Street, Camden Town","60489","PBSC_EBIKE","47m 40s","2860363"
"158448140","2026-05-31 23:32","200059","Crisp Road, Hammersmith","2026-05-31 23:39","300028","Everington Street, Fulham","54686","CLASSIC","6m 42s","402783"
"158448141","2026-05-31 23:32","200249","Queen Mary's, Mile End","2026-05-31 23:41","022166","Albert Gardens, Stepney","53995","CLASSIC","9m 14s","554795"
"158448142","2026-05-31 23:32","200147","Salmon Lane, Limehouse","2026-05-31 23:39","200037","Rectory Square, Stepney","51929","CLASSIC","6m 31s","391786"
"158448143","2026-05-31 23:32","002660","Frith Street, Soho","2026-05-31 23:44","003433","Sadlers Sports Centre, Finsbury","30234","CLASSIC","11m 49s","709126"
"158448132","2026-05-31 23:31","300014","Falcon Road, Clapham Junction","2026-05-31 23:40","200186","Nantes Close, Wandsworth","56514","CLASSIC","9m 18s","558078"
"158448133","2026-05-31 23:31","002694","Clapham Common Station, Clapham Common","2026-05-31 23:36","300065","Clapham Common North Side, Clapham Common","62809","PBSC_EBIKE","4m 55s","295688"
"158448134","2026-05-31 23:31","002680","Harrowby Street, Marylebone","2026-06-01 03:47","002680","Harrowby Street, Marylebone","53382","CLASSIC","4h 16m 8s","15368756"
"158448135","2026-05-31 23:31","300241","Handyside Street, King's Cross","2026-05-31 23:36","001011","Argyle Street, Kings Cross","56364","CLASSIC","5m 7s","307725"
