object_key,size_bytes,last_modified,publication_period_start,publication_period_end,schema_family,header_variant_id,header_variant_key,local_retained,local_size_matches_listing,content_sha256,raw_rows,silver_rows,quarantine_rows,reconciliation_delta,supersedes_object_key,supersession_evidence,evidence_class,incident_classification,publication_status,notes
usage-stats/,0,2015-09-08T08:47:14.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/01aJourneyDataExtract10Jan16-23Jan16.csv,34451153,2016-08-24T14:46:34.000Z,2016-01-10,2016-01-23,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/01b Journey Data Extract 24Jan16-06Feb16.csv,35486081,2016-08-23T09:16:33.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/01bJourneyDataExtract24Jan16-06Feb16.csv,35486081,2016-08-24T14:46:42.000Z,2016-01-24,2016-02-06,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/02aJourneyDataExtract07Fe16-20Feb2016.csv,33287674,2016-03-11T11:38:10.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/02bJourneyDataExtract21Feb16-05Mar2016.csv,34882871,2016-03-11T11:37:48.000Z,2016-02-21,2016-03-05,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/03JourneyDataExtract06Mar2016-31Mar2016.csv,67717329,2016-08-24T14:46:49.000Z,2016-03-06,2016-03-31,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/04JourneyDataExtract01Apr2016-30Apr2016.csv,94572397,2016-08-24T14:47:01.000Z,2016-04-01,2016-04-30,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/05JourneyDataExtract01May2016-17May2016.csv,71655072,2016-08-24T14:47:19.000Z,2016-05-01,2016-05-17,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/06JourneyDataExtract18May2016-24May2016.csv,27903078,2016-11-30T09:53:19.000Z,2016-05-18,2016-05-24,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/07JourneyDataExtract25May2016-31May2016.csv,25920903,2016-11-29T15:24:04.000Z,2016-05-25,2016-05-31,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/08JourneyDataExtract01Jun2016-07Jun2016.csv,28771414,2016-08-24T14:47:44.000Z,2016-06-01,2016-06-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/09JourneyDataExtract08Jun2016-14Jun2016.csv,27477331,2016-08-24T14:47:49.000Z,2016-06-08,2016-06-14,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/100JourneyDataExtract07Mar2018-13Mar2018.csv,17945922,2018-04-12T09:44:32.000Z,2018-03-07,2018-03-13,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/101JourneyDataExtract14Mar2018-20Mar2018.csv,17008201,2018-04-12T09:44:49.000Z,2018-03-14,2018-03-20,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/102JourneyDataExtract21Mar2018-27Mar2018.csv,20611024,2018-04-12T09:45:12.000Z,2018-03-21,2018-03-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/103JourneyDataExtract28Mar2018-03Apr2018.csv,11698458,2018-04-12T09:45:34.000Z,2018-03-28,2018-04-03,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/104JourneyDataExtract04Apr2018-10Apr2018.csv,19569924,2018-04-12T09:45:44.000Z,2018-04-04,2018-04-10,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/105JourneyDataExtract11Apr2018-17Apr2018.csv,23764410,2018-05-24T14:41:28.000Z,2018-04-11,2018-04-17,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/106JourneyDataExtract18Apr2018-24Apr2018.csv,33599248,2018-05-24T14:41:44.000Z,2018-04-18,2018-04-24,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/107JourneyDataExtract25Apr2018-01May2018.csv,20983000,2018-05-24T14:42:04.000Z,2018-04-25,2018-05-01,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/108JourneyDataExtract02May2018-08May2018.csv,31624193,2018-05-24T14:42:19.000Z,2018-05-02,2018-05-08,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/109JourneyDataExtract09May2018-15May2018.csv,29317958,2018-05-24T14:42:33.000Z,2018-05-09,2018-05-15,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/10JourneyDataExtract15Jun2016-21Jun2016.csv,27103628,2016-08-24T14:47:54.000Z,2016-06-15,2016-06-21,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/10a-Journey-Data-Extract-20Sep15-03Oct15.csv,53052751,2015-10-22T16:03:08.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/10b-Journey-Data-Extract-04Oct15-17Oct15.csv,49626229,2015-10-22T16:02:42.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/110JourneyDataExtract16May2018-22May2018.csv,32103278,2018-05-24T14:42:48.000Z,2018-05-16,2018-05-22,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/111JourneyDataExtract23May2018-29May2018.csv,28111400,2018-08-08T14:47:21.000Z,2018-05-23,2018-05-29,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/112JourneyDataExtract30May2018-05June2018.csv,31383816,2018-08-08T14:47:53.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/113JourneyDataExtract06June2018-12June2018.csv,32989219,2018-08-08T14:48:09.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/114JourneyDataExtract13June2018-19June2018.csv,31084740,2018-08-08T14:48:30.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/115JourneyDataExtract20June2018-26June2018.csv,35340649,2018-08-08T14:48:44.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/116JourneyDataExtract27June2018-03July2018.csv,35471699,2018-08-08T14:49:01.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/117JourneyDataExtract04July2018-10July2018.csv,35034559,2018-08-08T14:49:27.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/118JourneyDataExtract11July2018-17July2018.csv,34344069,2018-08-08T14:49:43.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/119JourneyDataExtract18July2018-24July2018.csv,34922018,2018-08-08T14:50:01.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/11JourneyDataExtract22Jun2016-28Jun2016.csv,27282325,2016-08-24T14:48:00.000Z,2016-06-22,2016-06-28,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/11a-Journey-Data-Extract-18Oct15-31Oct15.csv,44970052,2015-11-19T14:10:49.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/11b-Journey-Data-Extract-01Nov15-14Nov15.csv,41144797,2015-11-19T14:10:34.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/120JourneyDataExtract25July2018-31July2018.csv,31772001,2018-08-08T14:53:39.000Z,,,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/121JourneyDataExtract01Aug2018-07Aug2018.csv,35021999,2018-08-08T14:53:54.000Z,2018-08-01,2018-08-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/122JourneyDataExtract08Aug2018-14Aug2018.csv,27192201,2018-10-01T12:40:20.000Z,2018-08-08,2018-08-14,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/123JourneyDataExtract15Aug2018-21Aug2018.csv,29937814,2018-10-01T12:40:42.000Z,2018-08-15,2018-08-21,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/124JourneyDataExtract22Aug2018-28Aug2018.csv,23412636,2018-10-01T12:40:58.000Z,2018-08-22,2018-08-28,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/125JourneyDataExtract29Aug2018-04Sep2018.csv,29254055,2018-10-01T12:41:15.000Z,2018-08-29,2018-09-04,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/126JourneyDataExtract05Sep2018-11Sep2018.csv,28857237,2018-10-01T12:41:40.000Z,2018-09-05,2018-09-11,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/127JourneyDataExtract12Sep2018-18Sep2018.csv,30181508,2018-10-01T12:41:57.000Z,2018-09-12,2018-09-18,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/128JourneyDataExtract19Sep2018-25Sep2018.csv,24268772,2018-10-01T12:42:22.000Z,2018-09-19,2018-09-25,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/129JourneyDataExtract26Sep2018-02Oct2018.csv,29482432,2019-01-25T10:48:46.000Z,2018-09-26,2018-10-02,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/12JourneyDataExtract29Jun2016-05Jul2016.csv,29674143,2016-08-24T14:48:06.000Z,2016-06-29,2016-07-05,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/12aJourneyDataExtract15Nov15-27Nov15.csv,35179761,2016-01-14T17:03:55.000Z,2015-11-15,2015-11-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/12bJourneyDataExtract28Nov15-12Dec15.csv,39630539,2016-01-14T17:04:09.000Z,2015-11-28,2015-12-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/130JourneyDataExtract03Oct2018-09Oct2018.csv,27050318,2019-01-25T10:49:06.000Z,2018-10-03,2018-10-09,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/131JourneyDataExtract10Oct2018-16Oct2018.csv,26875110,2019-01-25T10:49:31.000Z,2018-10-10,2018-10-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/132JourneyDataExtract17Oct2018-23Oct2018.csv,28228103,2019-01-25T10:49:54.000Z,2018-10-17,2018-10-23,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/133JourneyDataExtract24Oct2018-30Oct2018.csv,22841542,2019-01-25T10:52:08.000Z,2018-10-24,2018-10-30,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/134JourneyDataExtract31Oct2018-06Nov2018.csv,23912874,2020-06-10T10:18:43.000Z,2018-10-31,2018-11-06,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/135JourneyDataExtract07Nov2018-13Nov2018.csv,21479754,2019-01-25T10:52:50.000Z,2018-11-07,2018-11-13,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/136JourneyDataExtract14Nov2018-20Nov2018.csv,18968325,2019-01-25T10:53:09.000Z,2018-11-14,2018-11-20,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/137JourneyDataExtract21Nov2018-27Nov2018.csv,18804556,2019-01-25T10:53:28.000Z,2018-11-21,2018-11-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/138JourneyDataExtract28Nov2018-04Dec2018.csv,19409452,2019-01-25T10:53:55.000Z,2018-11-28,2018-12-04,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/139JourneyDataExtract05Dec2018-11Dec2018.csv,17720079,2019-01-25T10:54:12.000Z,2018-12-05,2018-12-11,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/13JourneyDataExtract06Jul2016-12Jul2016.csv,29899103,2016-08-24T14:48:11.000Z,2016-07-06,2016-07-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/13aJourneyDataExtract13Dec15-24Dec15.csv,28981434,2016-01-14T17:04:20.000Z,2015-12-13,2015-12-24,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/13bJourneyDataExtract25Dec15-09Jan16.csv,30064333,2016-01-14T17:04:30.000Z,2015-12-25,2016-01-09,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/140JourneyDataExtract12Dec2018-18Dec2018.csv,17156314,2019-01-25T10:54:36.000Z,2018-12-12,2018-12-18,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/141JourneyDataExtract19Dec2018-25Dec2018.csv,15629698,2019-01-25T10:55:07.000Z,2018-12-19,2018-12-25,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/142JourneyDataExtract26Dec2018-01Jan2019.csv,11287217,2019-01-25T10:55:23.000Z,2018-12-26,2019-01-01,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/143JourneyDataExtract02Jan2019-08Jan2019.csv,17278475,2019-01-25T10:55:38.000Z,2019-01-02,2019-01-08,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/144JourneyDataExtract09Jan2019-15Jan2019.csv,20381535,2019-01-25T10:55:56.000Z,2019-01-09,2019-01-15,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/145JourneyDataExtract16Jan2019-22Jan2019.csv,19152163,2019-04-02T12:56:21.000Z,2019-01-16,2019-01-22,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/146JourneyDataExtract23Jan2019-29Jan2019.csv,18065288,2019-04-02T12:56:40.000Z,2019-01-23,2019-01-29,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/147JourneyDataExtract30Jan2019-05Feb2019.csv,16157228,2019-04-02T12:56:58.000Z,2019-01-30,2019-02-05,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/148JourneyDataExtract06Feb2019-12Feb2019.csv,18602268,2019-04-02T12:57:13.000Z,2019-02-06,2019-02-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/149JourneyDataExtract13Feb2019-19Feb2019.csv,22287567,2019-04-02T12:57:31.000Z,2019-02-13,2019-02-19,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/14JourneyDataExtract13Jul2016-19Jul2016.csv,34977660,2016-08-24T14:48:17.000Z,2016-07-13,2016-07-19,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/150JourneyDataExtract20Feb2019-26Feb2019.csv,25452590,2019-04-02T12:57:49.000Z,2019-02-20,2019-02-26,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/151JourneyDataExtract27Feb2019-05Mar2019.csv,21590398,2019-04-02T12:58:12.000Z,2019-02-27,2019-03-05,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/152JourneyDataExtract06Mar2019-12Mar2019.csv,18696462,2019-04-02T12:58:36.000Z,2019-03-06,2019-03-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/153JourneyDataExtract13Mar2019-19Mar2019.csv,19369083,2019-04-02T12:58:55.000Z,2019-03-13,2019-03-19,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/154JourneyDataExtract20Mar2019-26Mar2019.csv,24865841,2019-06-17T11:08:57.000Z,2019-03-20,2019-03-26,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/155JourneyDataExtract27Mar2019-02Apr2019.csv,25130308,2019-06-17T11:09:19.000Z,2019-03-27,2019-04-02,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/156JourneyDataExtract03Apr2019-09Apr2019.csv,20384796,2019-06-17T11:09:40.000Z,2019-04-03,2019-04-09,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/157JourneyDataExtract10Apr2019-16Apr2019.csv,23319436,2019-06-17T11:09:59.000Z,2019-04-10,2019-04-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/158JourneyDataExtract17Apr2019-23Apr2019.csv,30991765,2019-06-17T11:11:07.000Z,2019-04-17,2019-04-23,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/159JourneyDataExtract24Apr2019-30Apr2019.csv,25877812,2019-06-17T11:11:32.000Z,2019-04-24,2019-04-30,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/15JourneyDataExtract20Jul2016-26Jul2016.csv,35583327,2016-08-24T14:48:23.000Z,2016-07-20,2016-07-26,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/160JourneyDataExtract01May2019-07May2019.csv,23958394,2019-06-17T11:11:50.000Z,2019-05-01,2019-05-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/161JourneyDataExtract08May2019-14May2019.csv,26192970,2019-06-17T11:12:09.000Z,2019-05-08,2019-05-14,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/162JourneyDataExtract15May2019-21May2019.csv,28870606,2019-06-17T11:12:28.000Z,2019-05-15,2019-05-21,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/163JourneyDataExtract22May2019-28May2019.csv,29173101,2019-06-17T11:12:47.000Z,2019-05-22,2019-05-28,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/164JourneyDataExtract29May2019-04Jun2019.csv,30604252,2019-06-17T11:13:14.000Z,2019-05-29,2019-06-04,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/165JourneyDataExtract05Jun2019-11Jun2019.csv,24664340,2019-06-17T11:13:34.000Z,2019-06-05,2019-06-11,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/166JourneyDataExtract12Jun2019-18Jun2019.csv,25079156,2019-08-06T10:27:36.000Z,2019-06-12,2019-06-18,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/167JourneyDataExtract19Jun2019-25Jun2019.csv,30638492,2019-08-06T10:27:55.000Z,2019-06-19,2019-06-25,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/168JourneyDataExtract26Jun2019-02Jul2019.csv,33218074,2019-08-06T10:28:15.000Z,2019-06-26,2019-07-02,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/169JourneyDataExtract03Jul2019-09Jul2019.csv,33232439,2019-08-06T10:28:31.000Z,2019-07-03,2019-07-09,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/16JourneyDataExtract27Jul2016-02Aug2016.csv,32360902,2016-08-24T14:48:30.000Z,2016-07-27,2016-08-02,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/170JourneyDataExtract10Jul2019-16Jul2019.csv,32867303,2019-08-06T10:28:47.000Z,2019-07-10,2019-07-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/171JourneyDataExtract17Jul2019-23Jul2019.csv,30337021,2019-08-06T10:29:05.000Z,2019-07-17,2019-07-23,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/172JourneyDataExtract24Jul2019-30Jul2019.csv,27868876,2019-08-06T10:29:22.000Z,2019-07-24,2019-07-30,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/173JourneyDataExtract31Jul2019-06Aug2019.csv,31721838,2019-08-30T09:53:58.000Z,2019-07-31,2019-08-06,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/174JourneyDataExtract07Aug2019-13Aug2019.csv,28199511,2019-08-30T09:55:25.000Z,2019-08-07,2019-08-13,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/175JourneyDataExtract14Aug2019-20Aug2019.csv,24852685,2019-08-30T09:55:36.000Z,2019-08-14,2019-08-20,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/176JourneyDataExtract21Aug2019-27Aug2019.csv,29613550,2019-08-30T09:55:47.000Z,2019-08-21,2019-08-27,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/177JourneyDataExtract28Aug2019-03Sep2019.csv,29541713,2020-01-08T15:03:42.000Z,2019-08-28,2019-09-03,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/178JourneyDataExtract04Sep2019-10Sep2019.csv,27063773,2020-01-08T15:03:58.000Z,2019-09-04,2019-09-10,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/179JourneyDataExtract11Sep2019-17Sep2019.csv,30359487,2020-01-08T15:04:12.000Z,2019-09-11,2019-09-17,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/17JourneyDataExtract03Aug2016-09Aug2016.csv,33998852,2016-08-24T14:48:37.000Z,2016-08-03,2016-08-09,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/180JourneyDataExtract18Sep2019-24Sep2019.csv,27439194,2020-01-08T15:10:57.000Z,2019-09-18,2019-09-24,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/181JourneyDataExtract25Sep2019-01Oct2019.csv,22100574,2020-01-08T15:11:10.000Z,2019-09-25,2019-10-01,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/182JourneyDataExtract02Oct2019-08Oct2019.csv,24952227,2020-01-08T15:11:22.000Z,2019-10-02,2019-10-08,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/183JourneyDataExtract09Oct2019-15Oct2019.csv,21466044,2020-01-08T15:11:33.000Z,2019-10-09,2019-10-15,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/184JourneyDataExtract16Oct2019-22Oct2019.csv,23426455,2020-01-08T15:11:44.000Z,2019-10-16,2019-10-22,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/185JourneyDataExtract23Oct2019-29Oct2019.csv,21939023,2020-01-08T15:11:55.000Z,2019-10-23,2019-10-29,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/186JourneyDataExtract30Oct2019-05Nov2019.csv,21804601,2020-01-08T15:12:06.000Z,2019-10-30,2019-11-05,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/187JourneyDataExtract06Nov2019-12Nov2019.csv,20846055,2020-01-08T15:12:17.000Z,2019-11-06,2019-11-12,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/188JourneyDataExtract13Nov2019-19Nov2019.csv,20861939,2020-01-08T15:12:27.000Z,2019-11-13,2019-11-19,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/189JourneyDataExtract20Nov2019-26Nov2019.csv,19766388,2020-01-08T15:12:38.000Z,2019-11-20,2019-11-26,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/18JourneyDataExtract10Aug2016-16Aug2016.csv,35101289,2016-08-24T14:48:44.000Z,2016-08-10,2016-08-16,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/190JourneyDataExtract27Nov2019-03Dec2019.csv,20483231,2020-01-08T15:12:59.000Z,2019-11-27,2019-12-03,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/191JourneyDataExtract04Dec2019-10Dec2019.csv,19915603,2020-01-08T15:13:11.000Z,2019-12-04,2019-12-10,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/192JourneyDataExtract11Dec2019-17Dec2019.csv,17217497,2020-01-08T15:13:22.000Z,2019-12-11,2019-12-17,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/193JourneyDataExtract18Dec2019-24Dec2019.csv,12843880,2020-01-08T15:13:48.000Z,2019-12-18,2019-12-24,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/194JourneyDataExtract25Dec2019-31Dec2019.csv,12593155,2020-01-08T15:13:59.000Z,2019-12-25,2019-12-31,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
usage-stats/195JourneyDataExtract01Jan2020-07Jan2020.csv,15419287,2020-02-19T15:09:07.000Z,2020-01-01,2020-01-07,,,,false,,,,,,,,,observed,unknown_not_retained,metadata_only,
